"filename";"caption";"date1";"date2";"date";"date3";"agent";"role";"agent2";"role2";"copyright";"source";"empty_column";"notes";"mon_id";"class_code";"classification";"agent3";"date_scan";"license";"url";"rights_text";"heidata";"heidoc"
"ACH0071_H_1968_02";"Vināyaka Pañcadevala Śikhara Temple 2, view from SE";"";"";"";"";"1264428";"photographer";"";"";"";"";"";"";"ACH0071";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"ACH0071_P_20220421_03";"Vināyaka Pañcadevala Śikhara Temple 2, view from NW";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0071";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0071_P_20220421_02";"Vināyaka Pañcadevala Śikhara Temple 2, view from E";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0071";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0071_P_20220421_04";"Vināyaka Pañcadevala Śikhara Temple 2, view from N";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0071";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0071_P_20220421_01";"Vināyaka Pañcadevala Śikhara Temple 2, view from NE";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0071";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0072_P_20220421_09";"Vināyaka Pañcadevala Śikhara Temple 3, sanctum, view from NE";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0072";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0072_P_20220421_04";"Vināyaka Pañcadevala Śikhara Temple 3, view from E";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0072";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0072_H_1968_02";"Vināyaka Pañcadevala Śikhara Temple 3, view from NW";"";"";"";"";"1264428";"photographer";"";"";"";"";"";"";"ACH0072";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"ACH0072_P_20220421_07";"Vināyaka Pañcadevala Śikhara Temple 3, view from SW";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0072";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0072_P_20220421_10";"Vināyaka Pañcadevala Śikhara Temple 3, ceiling, view from NE";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0072";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0072_P_20220421_08";"Vināyaka Pañcadevala Śikhara Temple 3, view from W";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0072";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0072_D_2022_location_map";"Vināyaka Pañcadevala Śikhara Temple 3, location map";"";"";"2022";"";"";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0072";"4029783-4";"Karte";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0072_P_20220421_05";"Vināyaka Pañcadevala Śikhara Temple 3, view from NE";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0072";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0072_P_20220421_06";"Vināyaka Pañcadevala Śikhara Temple 3, view from SE";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0072";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0072_P_20220421_03";"Vināyaka Pañcadevala Śikhara Temple 3, view from W";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0072";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0072_H_1968_01";"Vināyaka Pañcadevala Śikhara Temple 3, view from SE";"";"";"";"";"1264428";"photographer";"";"";"";"";"";"";"ACH0072";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"ACH0072_D_2022_floor_plan";"Vināyaka Pañcadevala Śikhara Temple 3, floor plan";"";"";"2022";"";"";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0072";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0072_D_2022_site_plan";"Vināyaka Pañcadevala Śikhara Temple 3, site plan";"";"";"2022";"";"";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0072";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0072_P_20220421_01";"Vināyaka Pañcadevala Śikhara Temple 3, view from NE";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0072";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0072_I_20220421_01";"Vināyaka Pañcadevala Śikhara Temple 3, inscription from ŚS 1202, view from NE";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0072";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0072_P_20220421_02";"Vināyaka Pañcadevala Śikhara Temple 3, view from NW";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0072";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0072_I_20220421_02";"Vināyaka Pañcadevala Śikhara Temple 3, inscription from ŚS 1202,view from NE";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0072";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0072_I_1968";"Vināyaka Pañcadevala Śikhara Temple 3, detail of inscription from ŚS 1202, view from NE";"";"";"";"";"1264428";"photographer";"";"";"";"";"";"";"ACH0072";"4027107-9";"Inschrift";"";"";"Free access - no reuse";"";"";"";""
"ACH0070_P_20220421_05-2";"Vināyaka Pañcadevala Śikhara Temple 1, view from NW";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0070";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0070_P_20220421_10-2";"Vināyaka Pañcadevala Śikhara Temple 1, ceiling, view from NW";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0070";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0070_P_20220421_07-2";"Vināyaka Pañcadevala Śikhara Temple 1, view from SE";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0070";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0070_P_20220421_06-2";"Vināyaka Pañcadevala Śikhara Temple 1, view from NE";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0070";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0070_P_20220421_09-2";"Vināyaka Pañcadevala Śikhara Temple 1, sanctum, view from NW";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0070";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0071_D_2022_floor_plan";"Vināyaka Pañcadevala Śikhara Temple 1, floor plan";"";"";"2022";"";"";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0070";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0070_P_20220421_08-2";"Vināyaka Pañcadevala Śikhara Temple 1, view from SW";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0070";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0070_H_1968_01";"Vināyaka Pañcadevala Śikhara Temple 1, view from NE";"";"";"";"";"1264428";"photographer";"";"";"";"";"";"";"ACH0070";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"ACH0071_D_2022_location_map";"Vināyaka Pañcadevala Śikhara Temple 1, location map";"";"";"2022";"";"";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0070";"4029783-4";"Karte";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0071_D_2022_site_plan";"Vināyaka Pañcadevala Śikhara Temple 1, site plan";"";"";"2022";"";"";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0070";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0070_P_20220421_03-2";"Vināyaka Pañcadevala Śikhara Temple 1, view from NW";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0070";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0070_H_1968_02";"Vināyaka Pañcadevala Śikhara Temple 1, view from SE";"";"";"";"";"1264428";"photographer";"";"";"";"";"";"";"ACH0070";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"ACH0070_H_1968_03";"Vināyaka Pañcadevala Śikhara Temple 1, view from NW";"";"";"";"";"1264428";"photographer";"";"";"";"";"";"";"ACH0070";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"ACH0070_P_20220421_02";"Vināyaka Pañcadevala Śikhara Temple 1, view from E";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0070";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0070_P_20220421_01";"Vināyaka Pañcadevala Śikhara Temple 1, view from N";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0070";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0070_P_20220421_04-2";"Vināyaka Pañcadevala Śikhara Temple 1, view from N";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0070";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0073-001_P_20220420";"Bhinayāk Pañcadeval Kālikā Devī Mandira, image of an anthropomorphic figure, view from W";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0073";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0073_P_20220420_03";"Vināyaka Pañcadevala Kālikā Devī Mandira, view from N";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0073";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0073_P_20220420_07";"Vināyaka Pañcadevala Kālikā Devī Mandira, roof, view from E";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0073";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0073_D_2022_floor_plan";"Vināyaka Pañcadevala Kālikā Devī Mandira, floor plan";"";"";"2022";"";"";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0073";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0073_D_2022_site_plan";"Vināyaka Pañcadevala Kālikā Devī Mandira, site plan";"";"";"2022";"";"";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0073";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0073_P_20220420_08";"Vināyaka Pañcadevala Kālikā Devī Mandira, sanctum, view from NE";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0073";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0073_P_20220420_06";"Vināyaka Pañcadevala Kālikā Devī Mandira, view from NW";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0073";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0073_P_20220420_05";"Vināyaka Pañcadevala Kālikā Devī Mandira, view from NW";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0073";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0073_P_20220420_10";"Vināyaka Pañcadevala Kālikā Devī Mandira, yajñakuṇḍa and bell stand,view from NE";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0073";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0073_P_20220420_02";"Vināyaka Pañcadevala Kālikā Devī Mandira, view from W";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0073";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0073_P_20220420_09";"Vināyaka Pañcadevala Kālikā Devī Mandira, corbelled dome, view from NE";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0073";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0073_H_1968_02";"Vināyaka Pañcadevala Kālikā Devī Mandira, śikhara temple complex, view from NW";"";"";"";"";"1264428";"photographer";"";"";"";"";"";"";"ACH0073";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"ACH0073_D_2022_location_map";"Vināyaka Pañcadevala Kālikā Devī Mandira, location map";"";"";"2022";"";"";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0073";"4029783-4";"Karte";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0073_P_20220420_04";"Vināyaka Pañcadevala Kālikā Devī Mandira, view from E";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0073";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0073_P_20220420_01";"Vināyaka Pañcadevala Kālikā Devī Mandira, view from NE";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0073";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0073_H_1968_01";"Vināyaka Pañcadevala Kālikā Devī Mandira, śikhara temple complex, view from SE";"";"";"";"";"1264428";"photographer";"";"";"";"";"";"";"ACH0073";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"ACH0074_P_20220421_07";"Vināyaka Pañcadevala Śikhara Temple 4, view from SW";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0074";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0074_P_20220421_03";"Vināyaka Pañcadevala Śikhara Temple 4, view from E";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0074";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0074_P_20220421_02";"Vināyaka Pañcadevala Śikhara Temple 4, view from N";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0074";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0074_P_20220421_04";"Vināyaka Pañcadevala Śikhara Temple 4, view from W";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0074";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0073_H_1968_03";"Vināyaka Pañcadevala Śikhara Temple 4, view from NW";"";"";"";"";"1264428";"photographer";"";"";"";"";"";"";"ACH0074";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"ACH0074_H_1968_01";"Vināyaka Pañcadevala Śikhara Temple 4, view from NE";"";"";"";"";"1264428";"photographer";"";"";"";"";"";"";"ACH0074";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"ACH0074_D_2022_location_map";"Vināyaka Pañcadevala Śikhara Temple 4, location map";"";"";"2022";"";"";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0074";"4029783-4";"Karte";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0074_P_20220421_05";"Vināyaka Pañcadevala Śikhara Temple 4, view from NE";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0074";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0074_P_20220421_09";"Vināyaka Pañcadevala Śikhara Temple 4, view from NW";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0074";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0074_P_20220421_10";"Vināyaka Pañcadevala Śikhara Temple 4, stone śivaliṅga sanctum, view from SW";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0074";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0073_H_1968_02";"Vināyaka Pañcadevala Śikhara Temple 4, view from SE";"";"";"";"";"1264428";"photographer";"";"";"";"";"";"";"ACH0074";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"ACH0074_P_20220421_08";"Vināyaka Pañcadevala Śikhara Temple 4, view from S";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0074";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0074_P_20220421_12";"Vināyaka Pañcadevala Śikhara Temple 4, ceiling, view from below";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0074";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0074_P_20220421_06";"Vināyaka Pañcadevala Śikhara Temple 4, view from E";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0074";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0074_D_2022_site_plan";"Vināyaka Pañcadevala Śikhara Temple 4, site plan";"";"";"2022";"";"";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0074";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0074_D_2022_floor_plan";"Vināyaka Pañcadevala Śikhara Temple 4, floor plan";"";"";"2022";"";"";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0074";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"ACH0074_P_20220421_11";"Vināyaka Pañcadevala Śikhara Temple 4, door lintel, view from below";"";"";"2022-04-21";"";"1248176";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"ACH0074";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
